["123456780", 0]
["035214786", 10]
["162538470", 10]
["540132786", 10]
["016532478", 10]
["230148765", 10]
["123764850", 10]
["260135478", 10]
["036128475", 10]
["412705863", 10]
["150742863", 10]
["283175460", 10]
["235106748", 10]
["035182476", 10]
["413756820", 10]
["138425760", 10]
["172503486", 10]
["243715860", 10]
["123574086", 10]
["413702586", 10]
["130528467", 10]
["012743865", 10]
["015436728", 10]
["253108467", 10]
["123784056", 10]
["123685470", 10]
["413506278", 10]
["236714058", 10]
["120683475", 10]
["136748025", 10]
["236154780", 10]
["513426780", 10]
["052136478", 10]
["236158047", 10]
["162405783", 10]
["253107486", 10]
["346102758", 10]
["253406718", 10]
["263108475", 10]
["130485762", 10]
["123587046", 10]
["013527486", 10]
["264103758", 10]
["412873056", 10]
["273105846", 10]
["023168547", 10]
["413728065", 10]
["053276148", 10]
["243716580", 10]
["012456738", 10]
["130724586", 10]
["235108476", 10]
["236108457", 10]
["013475826", 10]
["136485720", 10]
["413576028", 10]
["250134786", 10]
["235184076", 10]
["182463750", 10]
["430716528", 10]
["123706854", 10]
["423501786", 10]
["043256178", 10]
["120583467", 10]
["253706148", 10]
["243108765", 10]
["035146728", 10]
["461203758", 10]
["162573480", 10]
["135468720", 10]
["431502786", 10]
["180432765", 10]
["253416780", 10]
["025134786", 10]
["415302786", 10]
["123708564", 10]
["123458067", 10]
["150732846", 10]
["162573048", 10]
["236154078", 10]
["513276048", 10]
["052148763", 10]
["152748063", 10]
["043285176", 10]
["280153476", 10]
["642103758", 10]
["024163758", 10]
["813425076", 10]
["123856047", 10]
["013628475", 10]
["713205846", 10]
["413268075", 10]
["135746028", 10]
["265103478", 10]
["513276480", 10]
["013485276", 10]
["130486725", 10]
["123784560", 10]
["152873046", 10]
["013476528", 10]
["135206478", 10]
["254103786", 10]
["410732856", 10]
["123457086", 10]
["523146780", 10]
["043716528", 10]
["120458763", 10]
["152746038", 10]
["142703586", 10]
["120456738", 10]
["542183760", 10]
["510263478", 10]
["152306478", 10]
["230175846", 10]
["123807465", 10]
["135726840", 10]
["435201786", 10]
["013528467", 10]
["026134758", 10]
["160452783", 10]
["236175048", 10]
["513268470", 10]
["036148725", 10]
["512463078", 10]
["412803576", 10]
["123708645", 10]
["136702548", 10]
["236175480", 10]
["123678450", 10]
["023174865", 10]
["182743065", 10]
["123678045", 10]
["430715826", 10]
["542136780", 10]
["182463075", 10]
["273106548", 10]
["123608547", 10]
["412803765", 10]
["135702846", 10]
["240183765", 10]
["360142758", 10]
["152836470", 10]
["013724586", 10]
["236108745", 10]
["260134758", 10]
["052173846", 10]
["062153478", 10]
["012763548", 10]
["160532478", 10]
["123874065", 10]
["123748650", 10]
["235186470", 10]
["410283765", 10]
["513406728", 10]
["136405782", 10]
["152704863", 10]
["236170485", 11]
["403516278", 11]
["152074863", 11]
["406312758", 11]
["172530486", 11]
["431520786", 11]
["253410786", 11]
["254130786", 11]
["523146708", 11]
["305146728", 11]
["142763805", 11]
["135826407", 11]
["135872406", 11]
["431582706", 11]
["253046718", 11]
["264153708", 11]
["105438762", 11]
["435216708", 11]
["461230758", 11]
["243018765", 11]
["138462705", 11]
["503276148", 11]
["103476528", 11]
["236170548", 11]
["182460753", 11]
["542083176", 11]
["123086457", 11]
["182435706", 11]
["162480735", 11]
["413072586", 11]
["236075148", 11]
["512073486", 11]
["162740583", 11]
["238160475", 11]
["345120786", 11]
["461253708", 11]
["253180467", 11]
["435021786", 11]
["265130478", 11]
["137520486", 11]
["416320758", 11]
["203745816", 11]
["108432765", 11]
["513270486", 11]
["235186407", 11]
["103726854", 11]
["123740658", 11]
["402518763", 11]
["185462703", 11]
["106732548", 11]
["136570482", 11]
["401582763", 11]
["123867405", 11]
["502613478", 11]
["236180457", 11]
["253018467", 11]
["813275406", 11]
["273160548", 11]
["243750816", 11]
["105732846", 11]
["235160748", 11]
["513028467", 11]
["412056738", 11]
["713245806", 11]
["205138476", 11]
["123760854", 11]
["742013856", 11]
["713024865", 11]
["401632758", 11]
["402516738", 11]
["412073568", 11]
["412560738", 11]
["502136478", 11]
["123458607", 11]
["142730865", 11]
["265013478", 11]
["253068147", 11]
["435281706", 11]
["136485702", 11]
["206138457", 11]
["103485762", 11]
["431052786", 11]
["401753826", 11]
["238140765", 11]
["123084756", 11]
["523184706", 11]
["134720586", 11]
["136728504", 11]
["103728645", 11]
["136045782", 11]
["513268407", 11]
["138425706", 11]
["103486725", 11]
["203174865", 11]
["162038475", 11]
["203168547", 11]
["142073586", 11]
["412873506", 11]
["136072548", 11]
["412568703", 11]
["253017486", 11]
["436251708", 11]
["204183765", 11]
["203157486", 11]
["203746518", 11]
["305214786", 11]
["128450763", 11]
["138520467", 11]
["236714508", 11]
["423516708", 11]
["613028475", 11]
["401723865", 11]
["403712865", 11]
["412650783", 11]
["451283706", 11]
["105832476", 11]
["413072865", 11]
["235178406", 11]
["136748205", 11]
["134720865", 11]
["542713806", 11]
["123087465", 11]
["412058763", 11]
["502173846", 11]
["136278405", 11]
["703215846", 11]
["243710865", 11]
["142783506", 11]
["162538407", 11]
["642153708", 11]
["123648507", 11]
["236415708", 11]
["423610758", 11]
["172053486", 11]
["712063548", 11]
["502146738", 11]
["273150846", 11]
["306214758", 11]
["263178405", 11]
["423581706", 11]
["123056784", 11]
["136580427", 11]
["513046728", 11]
["412638705", 11]
["503124786", 11]
["123670458", 11]
["243076518", 11]
["253187406", 11]
["504132786", 11]
["103475826", 11]
["203456718", 11]
["123078645", 11]
["103456278", 11]
["236180745", 11]
["185420763", 11]
["136740582", 11]
["412760583", 11]
["403712586", 11]
["125063478", 11]
["582173406", 11]
["413850276", 11]
["162045783", 11]
["516032478", 11]
["306128475", 11]
["162570483", 11]
["205136748", 11]
["712043586", 11]
["743016528", 11]
["513076248", 11]
["203546178", 11]
["152748603", 11]
["135072846", 11]
["152068473", 11]
["712053846", 11]
["235018476", 11]
["243560178", 11]
["412075863", 11]
["123068754", 11]
["283156407", 11]
["243576108", 11]
["182063475", 11]
["416352708", 11]
["243875106", 11]
["124053786", 11]
["501263478", 11]
["306215478", 11]
["123860457", 11]
["106238475", 11]
["582130476", 11]
["413756802", 11]
["412863705", 11]
["135276408", 11]
["135726804", 11]
["273016548", 11]
["283075146", 11]
["135260478", 11]
["102473856", 11]
["135740862", 11]
["403256178", 11]
["243068175", 11]
["123087546", 11]
["306148725", 11]
["415082763", 11]
["413560278", 11]
["423710856", 11]
["412830576", 11]
["236054178", 11]
["273015846", 11]
["236018457", 11]
["182743605", 11]
["413576208", 11]
["152360478", 11]
["713526408", 11]
["503416728", 11]
["413068275", 11]
["102465783", 11]
["542136708", 11]
["185042763", 11]
["102483576", 11]
["415320786", 11]
["416732508", 11]
["703216548", 11]
["152746308", 11]
["412830765", 11]
["125034786", 11]
["283415706", 11]
["243850176", 11]
["102356478", 11]
["235714806", 11]
["451230786", 11]
["123574806", 11]
["123680547", 11]
["412730568", 11]
["103485276", 11]
["402715863", 11]
["623140758", 11]
["241053786", 11]
["135746208", 11]
["413782506", 11]
["602153478", 11]
["461023758", 11]
["243710586", 11]
["263180475", 11]
["403285176", 11]
["802143765", 11]
["582013476", 11]
["512463708", 11]
["103826457", 11]
["743015826", 11]
["254183706", 11]
["523014786", 11]
["102468735", 11]
["412053678", 11]
["123457806", 11]
["273146508", 11]
["241063758", 11]
["236018745", 11]
["812053476", 11]
["162485703", 11]
["203158467", 11]
["152736804", 11]
["405231786", 11]
["123076854", 11]
["105742863", 11]
["123780645", 11]
["305126478", 11]
["102873465", 11]
["102754863", 11]
["352140786", 11]
["253746108", 11]
["405312786", 11]
["536210478", 11]
["305182476", 11]
["103456782", 11]
["136280475", 11]
["253460718", 11]
["123056847", 11]
["423051786", 11]
["412783605", 11]
["415382706", 11]
["208153476", 11]
["513460728", 11]
["415036728", 11]
["142073865", 11]
["136028547", 11]
["264130758", 11]
["126034758", 11]
["236048175", 11]
["103827465", 11]
["168430725", 11]
["123064785", 11]
["413762805", 11]
["436218705", 11]
["236150784", 11]
["451023786", 11]
["713250846", 11]
["136058427", 11]
["103628547", 11]
["236058147", 11]
["235180764", 11]
["264013758", 11]
["406231758", 11]
["502148763", 11]
["152376408", 11]
["803215476", 11]
["162073548", 11]
["346120758", 11]
["152836407", 11]
["206138745", 11]
["152870463", 11]
["512630478", 11]
["401763528", 11]
["345012786", 11]
["105236478", 11]
["106538427", 11]
["542180763", 11]
["403521786", 11]
["436710528", 11]
["138620475", 11]
["135468702", 11]
["102683475", 11]
["106452783", 11]
["412036578", 11]
["541032786", 11]
["142730586", 11]
["103465728", 11]
["435710826", 11]
["152764803", 11]
["401732856", 11]
["124063758", 11]
["263018475", 11]
["412736805", 11]
["523180476", 11]
["162730548", 11]
["102583467", 11]
["402713568", 11]
["265173408", 11]
["205173486", 11]
["123685407", 11]
["105462738", 11]
["346152708", 11]
["235046178", 11]
["402813765", 11]
["712043865", 11]
["235170846", 11]
["345182706", 11]
["512673408", 11]
["413875206", 11]
["403815276", 11]
["813425706", 11]
["172583406", 11]
["713825406", 11]
["106435782", 11]
["235084176", 11]
["402813576", 11]
["713260548", 11]
["413768502", 11]
["254013786", 11]
["362140758", 11]
["642013758", 11]
["162048735", 11]
["713246508", 11]
["642130758", 11]
["203174586", 11]
["283170465", 11]
["401752863", 11]
["123780564", 11]
["235016748", 11]
["306152478", 11]
["713024586", 11]
["253760148", 11]
["513420786", 11]
["436021758", 11]
["135048762", 11]
["126450738", 11]
["346012758", 11]
["401283765", 11]
["513027486", 11]
["415732806", 11]
["126035478", 11]
["123078564", 11]
["416038725", 11]
["203756148", 11]
["401723586", 11]
["413728605", 11]
["138042765", 11]
["203845176", 11]
["243760518", 11]
["813250476", 11]
["123874605", 11]
["403218765", 11]
["243075816", 11]
["156430728", 11]
["412765803", 11]
["103728564", 11]
["273145806", 11]
["460312758", 12]
["236107548", 12]
["512403768", 12]
["015462738", 12]
["416352780", 12]
["136587420", 12]
["162507483", 12]
["015832476", 12]
["162485073", 12]
["013472865", 12]
["523106748", 12]
["152376480", 12]
["812503476", 12]
["530416728", 12]
["036254178", 12]
["513427086", 12]
["013728645", 12]
["035218476", 12]
["713256840", 12]
["120743658", 12]
["043516278", 12]
["730215846", 12]
["172583046", 12]
["235178460", 12]
["128405763", 12]
["582173460", 12]
["156438720", 12]
["360152478", 12]
["023156784", 12]
["035246178", 12]
["125463078", 12]
["423516078", 12]
["042583176", 12]
["126734058", 12]
["813425760", 12]
["513706248", 12]
["152708643", 12]
["023176854", 12]
["243576180", 12]
["023184756", 12]
["162748035", 12]
["243718065", 12]
["613208475", 12]
["036145782", 12]
["416352078", 12]
["640132758", 12]
["250763148", 12]
["436721058", 12]
["542803176", 12]
["153406278", 12]
["712543086", 12]
["742103856", 12]
["073215846", 12]
["283156047", 12]
["042715863", 12]
["412306578", 12]
["273104586", 12]
["130456278", 12]
["385102476", 12]
["123504876", 12]
["126405738", 12]
["513428067", 12]
["150438762", 12]
["712403586", 12]
["235704816", 12]
["412568730", 12]
["136278450", 12]
["012475863", 12]
["350214786", 12]
["430521786", 12]
["264138750", 12]
["264713058", 12]
["713204865", 12]
["025173486", 12]
["450231786", 12]
["423581076", 12]
["713204586", 12]
["243875016", 12]
["137526480", 12]
["120783645", 12]
["123687540", 12]
["230756148", 12]
["523146078", 12]
["041582763", 12]
["530276148", 12]
["036158427", 12]
["250136748", 12]
["542136078", 12]
["138405726", 12]
["123867450", 12]
["263185470", 12]
["123506784", 12]
["150362478", 12]
["436218075", 12]
["713245860", 12]
["054213786", 12]
["123874650", 12]
["160238475", 12]
["023845176", 12]
["413728650", 12]
["410562738", 12]
["236187450", 12]
["243608175", 12]
["136708524", 12]
["412503678", 12]
["023178645", 12]
["230546178", 12]
["136748250", 12]
["410652783", 12]
["415802763", 12]
["120356478", 12]
["415736028", 12]
["124503786", 12]
["031452786", 12]
["120673458", 12]
["243756810", 12]
["035284176", 12]
["413756082", 12]
["051423786", 12]
["642153078", 12]
["023186457", 12]
["416732580", 12]
["123704658", 12]
["813275460", 12]
["421703586", 12]
["125734086", 12]
["023168754", 12]
["451723086", 12]
["135746280", 12]
["182603475", 12]
["420516738", 12]
["582413076", 12]
["263418075", 12]
["254183760", 12]
["435281760", 12]
["123607458", 12]
["263178450", 12]
["431526780", 12]
["183405762", 12]
["120483576", 12]
["481502763", 12]
["130265478", 12]
["236405718", 12]
["240753816", 12]
["416738025", 12]
["162704583", 12]
["513402786", 12]
["012473568", 12]
["512473086", 12]
["250183467", 12]
["532106478", 12]
["516302478", 12]
["236178540", 12]
["120754863", 12]
["130728645", 12]
["023745816", 12]
["412765830", 12]
["412758063", 12]
["254183076", 12]
["123785640", 12]
["238165470", 12]
["016538427", 12]
["085142763", 12]
["042516738", 12]
["136485072", 12]
["236105784", 12]
["160742583", 12]
["041632758", 12]
["013472586", 12]
["713805426", 12]
["172403856", 12]
["520148763", 12]
["125304786", 12]
["130726854", 12]
["273145860", 12]
["152836047", 12]
["135872046", 12]
["236408175", 12]
["316205478", 12]
["280173465", 12]
["041723865", 12]
["238106475", 12]
["713506428", 12]
["082513476", 12]
["140732865", 12]
["523714086", 12]
["813405726", 12]
["423618750", 12]
["137502486", 12]
["123574860", 12]
["130745862", 12]
["238104765", 12]
["713824065", 12]
["053416728", 12]
["713526480", 12]
["062138475", 12]
["516432078", 12]
["430218765", 12]
["138742065", 12]
["413768052", 12]
["135704862", 12]
["142763850", 12]
["123506847", 12]
["043815276", 12]
["420518763", 12]
["140732586", 12]
["065213478", 12]
["230174865", 12]
["813256470", 12]
["316204758", 12]
["451283760", 12]
["042173865", 12]
["023746518", 12]
["415382076", 12]
["265138470", 12]
["253401786", 12]
["513468720", 12]
["136285470", 12]
["185462730", 12]
["043218765", 12]
["142573086", 12]
["182406753", 12]
["052174863", 12]
["035421786", 12]
["152764830", 12]
["413875260", 12]
["264153078", 12]
["230165748", 12]
["461253078", 12]
["235186047", 12]
["124763058", 12]
["028153476", 12]
["352104786", 12]
["613428075", 12]
["138625470", 12]
["642153780", 12]
["842103765", 12]
["430712865", 12]
["415782063", 12]
["130827465", 12]
["431582760", 12]
["260138745", 12]
["356102478", 12]
["430815276", 12]
["134702586", 12]
["435281076", 12]
["642713058", 12]
["123605487", 12]
["042518763", 12]
["135872460", 12]
["230156784", 12]
["230845176", 12]
["743815026", 12]
["142763085", 12]
["013465728", 12]
["742813056", 12]
["283705146", 12]
["162738540", 12]
["420715863", 12]
["163405728", 12]
["512463780", 12]
["072153486", 12]
["243701865", 12]
["512673480", 12]
["235107846", 12]
["135276048", 12]
["135706824", 12]
["136708245", 12]
["430712586", 12]
["153406782", 12]
["138502467", 12]
["235106487", 12]
["253746018", 12]
["423701856", 12]
["152608473", 12]
["346108725", 12]
["138462750", 12]
["345182076", 12]
["270153846", 12]
["053218467", 12]
["273104865", 12]
["123685047", 12]
["240713586", 12]
["182703645", 12]
["431602758", 12]
["134702865", 12]
["142783056", 12]
["230186457", 12]
["123604785", 12]
["023156847", 12]
["743105826", 12]
["360215478", 12]
["512638470", 12]
["012356478", 12]
["012436578", 12]
["160572483", 12]
["126435078", 12]
["253187046", 12]
["120465783", 12]
["410832765", 12]
["346152078", 12]
["051263478", 12]
["235108764", 12]
["410326758", 12]
["230168547", 12]
["436251078", 12]
["712403865", 12]
["182503467", 12]
["126305478", 12]
["241503786", 12]
["253468710", 12]
["540182763", 12]
["142736580", 12]
["253418067", 12]
["023164785", 12]
["413576280", 12]
["136745082", 12]
["136278045", 12]
["152746380", 12]
["264153780", 12]
["035172846", 12]
["236714580", 12]
["063218475", 12]
["136208547", 12]
["160732548", 12]
["460231758", 12]
["130576482", 12]
["013486725", 12]
["172453086", 12]
["423581760", 12]
["346712058", 12]
["283106457", 12]
["713268540", 12]
["253608147", 12]
["036258147", 12]
["243701586", 12]
["235406178", 12]
["123876054", 12]
["023756148", 12]
["345182760", 12]
["130475826", 12]
["326108475", 12]
["236705148", 12]
["263108547", 12]
["345712086", 12]
["451236780", 12]
["182405736", 12]
["052613478", 12]
["185462073", 12]
["413608275", 12]
["170532486", 12]
["123804675", 12]
["350182476", 12]
["240763518", 12]
["236504178", 12]
["283107465", 12]
["510273486", 12]
["152807463", 12]
["273146580", 12]
["283405716", 12]
["360214758", 12]
["412608735", 12]
["413708562", 12]
["160482735", 12]
["120683547", 12]
["123807546", 12]
["513746028", 12]
["523184076", 12]
["253187460", 12]
["431702856", 12]
["012683475", 12]
["152736084", 12]
["830215476", 12]
["235716048", 12]
["451702863", 12]
["023187465", 12]
["123648570", 12]
["061423758", 12]
["135726084", 12]
["410762583", 12]
["413706852", 12]
["152706834", 12]
["236185740", 12]
["346152780", 12]
["043275816", 12]
["230185764", 12]
["023178564", 12]
["185742063", 12]
["352146780", 12]
["013726854", 12]
["346128750", 12]
["128453760", 12]
["043712865", 12]
["123486057", 12]
["243568170", 12]
["043712586", 12]
["230158467", 12]
["510423786", 12]
["012453678", 12]
["120468735", 12]
["410563278", 12]
["410325786", 12]
["041752863", 12]
["120783564", 12]
["015742863", 12]
["165402738", 12]
["620153478", 12]
["152706348", 12]
["542713860", 12]
["230186745", 12]
["461703528", 12]
["420813765", 12]
["130628547", 12]
["340125786", 12]
["813275046", 12]
["523186470", 12]
["045231786", 12]
["430256178", 12]
["250138476", 12]
["052168473", 12]
["743106528", 12]
["126458730", 12]
["138425076", 12]
["135706248", 12]
["238145760", 12]
["025136748", 12]
["421703865", 12]
["453206178", 12]
["451283076", 12]
["362104758", 12]
["126304758", 12]
["243576018", 12]
["024183765", 12]
["036248175", 12]
["416308725", 12]
["350146728", 12]
["513208467", 12]
["162745083", 12]
["513268047", 12]
["273156840", 12]
["012468735", 12]
["416328750", 12]
["180462753", 12]
["712853046", 12]
["350126478", 12]
["582173046", 12]
["623104758", 12]
["152806437", 12]
["138462075", 12]
["156402783", 12]
["136704582", 12]
["230174586", 12]
